Table S1: DESeq2 differential gene expression analysis of Staphylococcus aureus USA300 wild type after AGXX® treatment ,,,,,,,,,,,,,
USA300-numbers,COL-numbers,Gene symbol,Operon,Regulon,Function,Base mean,A-value,M-value,Fold change,Standard error,Wald statistic,P-value,Adjusted P-value
USA300HOU_1959,-,USA300HOU_1959,-,-,hypothetical protein,231.21,7.85,0.51,1.42,0.22,2.29,0.022159193,3.02E-02
USA300HOU_1961,-,USA300HOU_1961,-,-,hypothetical protein,39.77,5.31,0.79,1.73,0.41,1.92,0.054287775,6.97E-02
USA300HOU_1962,-,USA300HOU_1962,-,-,hypothetical protein,50.44,5.66,0.55,1.47,0.35,1.57,0.115766766,1.43E-01
USA300HOU_1963,-,USA300HOU_1963,-,-,hypothetical protein,25.27,4.66,-0.02,0.99,0.48,-0.04,0.969980071,9.74E-01
USA300HOU_1964,-,USA300HOU_1964,-,-,hypothetical protein,35.86,5.16,0.32,1.25,0.42,0.77,0.441784213,4.91E-01
USA300HOU_1965,-,USA300HOU_1965,-,-,hypothetical protein,22.31,4.48,0.09,1.06,0.51,0.17,0.867161077,8.84E-01
USA300HOU_1966,-,USA300HOU_1966,-,-,hypothetical bacteriophage protein,23.66,4.56,0.28,1.21,0.49,0.56,0.575901714,6.20E-01
USA300HOU_1967,-,USA300HOU_1967,-,-,hypothetical protein,22.08,4.46,0.01,1.00,0.53,0.01,0.991057189,9.93E-01
USA300HOU_1968,-,USA300HOU_1968,-,-,phi77 ORF006-like protein capsid protein,58.00,5.86,0.12,1.09,0.38,0.31,0.754571624,7.86E-01
USA300HOU_1969,-,USA300HOU_1969,-,-,phi77 ORF015-like protein protease,42.95,5.42,-0.30,0.81,0.39,-0.76,0.446622397,4.96E-01
USA300HOU_1970,-,USA300HOU_1970,-,-,possible bacteriophage portal protein,62.85,5.97,-0.53,0.69,0.39,-1.36,0.174096073,2.09E-01
USA300HOU_1971,-,USA300HOU_1971,-,-,"phi77 ORF003-like protein, phage terminase, large subunit",57.74,5.85,0.04,1.03,0.38,0.11,0.915549322,9.26E-01
USA300HOU_1973,-,USA300HOU_1973,-,-,phage HNH endonuclease,10.66,3.41,-0.91,0.53,0.72,-1.25,0.209740947,2.48E-01
USA300HOU_1976,-,USA300HOU_1976,-,-,hypothetical protein,27.53,4.78,0.66,1.58,0.47,1.40,0.16092721,1.94E-01
USA300HOU_1987,-,USA300HOU_1987,-,-,hypothetical protein,16.67,4.06,1.22,2.33,0.61,2.02,0.04381596,5.72E-02
USA300HOU_2008,-,USA300HOU_2008,-,-,phi77 ORF017-like protein,454.26,8.83,-0.53,0.69,0.22,-2.41,0.015866554,2.20E-02
USA300HOU_2012,-,USA300HOU_2012,-,-,hypothetical protein,6.77,2.76,-1.23,0.43,0.92,-1.34,0.179723482,2.15E-01
USA300HOU_2017,SACOL2010,fhuD1,fhuD1,-,iron compound ABC transporter iron compound-binding protein,30.83,4.95,-0.76,0.59,0.58,-1.31,0.18936099,2.26E-01
USA300HOU_2018,SACOL2011,ktrB,ktrB,SigB,sodium transport family protein,849.95,9.73,-0.01,0.99,0.15,-0.07,0.944498005,9.52E-01
USA300HOU_2027,SACOL2019,sdrH,sdrH,-,sdrH protein,612.15,9.26,-0.21,0.86,0.16,-1.34,0.179421078,2.15E-01
USA300HOU_2030,-,USA300HOU_2030,-,-,hypothetical protein,6.98,2.80,-1.87,0.27,0.95,-1.96,0.050305145,6.50E-02
USA300HOU_2034,SACOL2025,agrC,agrBDCA,TraP,accessory gene regulator protein C,9595.31,13.23,-0.40,0.76,0.20,-2.06,0.038974121,5.11E-02
USA300HOU_2035,SACOL2026,agrA,agrBDCA,TraP,accessory gene regulator protein A,6312.51,12.62,-0.12,0.92,0.20,-0.62,0.533351011,5.79E-01
USA300HOU_2040,SACOL2031,nrgA,nrgA,GlnR,AMT family ammonium or ammonia transporter,30.44,4.93,0.97,1.96,0.61,1.60,0.109656427,1.36E-01
USA300HOU_2063,SACOL2058,mazF,mazF mazE,-,PemK family protein,3185.94,11.64,-0.43,0.74,0.15,-2.90,0.003719294,5.50E-03
USA300HOU_2064,SACOL2059,mazE,mazF mazE,-,hypothetical protein,3189.34,11.64,0.27,1.21,0.18,1.47,0.141453615,1.72E-01
USA300HOU_2065,SACOL2060,alr,alr acpS ydbS ydbS SACOL2064,-,alanine racemase,3515.63,11.78,0.08,1.05,0.14,0.57,0.570909466,6.16E-01
USA300HOU_2066,SACOL2061,acpS,alr acpS ydbS ydbS SACOL2064,-,4'-phosphopantetheinyl transferase,1069.54,10.06,-0.28,0.82,0.14,-2.00,0.045899218,5.97E-02
USA300HOU_2067,SACOL2062,ydbS,alr acpS ydbS ydbS SACOL2064,-,membrane-flanked domain-containing protein,1126.62,10.14,-0.19,0.88,0.15,-1.26,0.208274629,2.47E-01
USA300HOU_2070,SACOL2066,kdpC,SACOL2065 kdpC kdpB kdpA kdpF,MgrA,"K+-transporting ATPase, C subunit",94.85,6.57,-0.14,0.90,0.27,-0.53,0.595206998,6.38E-01
USA300HOU_2071,SACOL2067,kdpB,SACOL2065 kdpC kdpB kdpA kdpF,MgrA,"K+-transporting ATPase, B subunit",185.89,7.54,0.23,1.18,0.24,0.98,0.325968324,3.73E-01
USA300HOU_2072,SACOL2068,kdpA,SACOL2065 kdpC kdpB kdpA kdpF,MgrA,"K+-transporting ATPase, A subunit",42.36,5.40,-0.25,0.84,0.53,-0.46,0.641934334,6.82E-01
USA300HOU_2073,SACOL2069,kdpF,SACOL2065 kdpC kdpB kdpA kdpF,MgrA,"K+-transporting ATPase, F subunit",3.09,1.63,-0.84,0.56,1.13,-0.74,0.457422655,5.06E-01
USA300HOU_2075,SACOL2071,kdpE,kdpD kdpE,-,DNA-binding response regulator KdpE,48.54,5.60,0.08,1.06,0.40,0.20,0.840854296,8.61E-01
USA300HOU_2077,SACOL2073,murF,murF ddl,-,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,4690.31,12.20,-0.56,0.68,0.13,-4.39,1.13478E-05,2.02E-05
USA300HOU_2080,SACOL2076,USA300HOU_2080,SACOL2076 SACOL2077 csoR,SigB,hypothetical protein,5080.45,12.31,0.26,1.20,0.23,1.14,0.254648937,2.97E-01
USA300HOU_2085,-,USA300HOU_2085,-,-,hypothetical protein,2.24,1.17,-1.69,0.31,1.30,-1.29,0.195782617,2.34E-01
USA300HOU_2086,SACOL2081,USA300HOU_2086,SACOL2081,-,hypothetical protein,2.76,1.47,-2.03,0.24,1.29,-1.58,0.115255757,1.42E-01
USA300HOU_2088,SACOL2090,ywpF,ywpF,MgrA,hypothetical protein,246.59,7.95,0.20,1.15,0.20,1.00,0.3154673,3.63E-01
USA300HOU_2101,SACOL2103,mnaA,atpCDGAHFEBI mnaA upp glyA ywlG,GraRS,UDP-N-acetylglucosamine 2-epimerase,10819.88,13.40,-0.46,0.73,0.14,-3.19,0.001442093,2.20E-03
USA300HOU_2102,SACOL2104,upp,atpCDGAHFEBI mnaA upp glyA ywlG,GraRS,uracil phosphoribosyltransferase,6117.15,12.58,-0.32,0.80,0.15,-2.14,0.032273392,4.29E-02
USA300HOU_2103,SACOL2105,glyA,atpCDGAHFEBI mnaA upp glyA ywlG,GraRS,glycine hydroxymethyltransferase,12349.88,13.59,-0.55,0.68,0.14,-3.96,7.38364E-05,1.24E-04
USA300HOU_2112,SACOL2116,murZ,murZ,VraSR,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,3557.15,11.80,-0.47,0.72,0.13,-3.63,0.000280908,4.51E-04
USA300HOU_2118,SACOL2121,blt,blt,-,acetyltransferase,963.89,9.91,-0.14,0.91,0.15,-0.97,0.33326049,3.81E-01
USA300HOU_2121,SACOL2124,USA300HOU_2121,SACOL2124 hmrA,-,hypothetical protein,1745.41,10.77,0.30,1.23,0.16,1.90,0.057031332,7.31E-02
USA300HOU_2122,SACOL2125,hmrA,SACOL2124 hmrA,-,M20/M25/M40 family peptidase,1045.78,10.03,-0.07,0.95,0.17,-0.38,0.70288246,7.40E-01
USA300HOU_2123,SACOL2126,luxS,luxS,CymR,S-ribosylhomocysteine lyase,1665.09,10.70,0.14,1.10,0.15,0.89,0.37384497,4.22E-01
USA300HOU_2130,SACOL2133,USA300HOU_2130,SACOL2133,-,hypothetical protein,2532.42,11.31,-0.04,0.97,0.13,-0.33,0.741581038,7.74E-01
USA300HOU_2134,SACOL2137,czrA,czrAB,CzrA,transcriptional regulator CzrA,2231.70,11.12,-0.06,0.96,0.19,-0.33,0.740211172,7.74E-01
USA300HOU_2136,-,USA300HOU_2136,-,-,hypothetical protein,25.27,4.66,0.33,1.26,0.51,0.65,0.51501187,5.62E-01
USA300HOU_2140,SACOL2142,USA300HOU_2140,SACOL2142,-,SAP domain-containing protein,694.42,9.44,-0.35,0.79,0.18,-1.94,0.052884735,6.81E-02
USA300HOU_2141,-,USA300HOU_2141,-,-,hypothetical protein,0.46,-1.11,-1.39,0.38,1.49,-0.93,0.350902815,3.98E-01
USA300HOU_2144,SACOL2144,USA300HOU_2144,SACOL2143 SACOL2144,CodY,ABC transporter ATP-binding protein,829.93,9.70,0.34,1.26,0.16,2.10,0.035963874,4.74E-02
USA300HOU_2145,SACOL2145,glmS,glmS,-,glucosamine--fructose-6-phosphate aminotransferase,6131.49,12.58,-0.58,0.67,0.13,-4.47,7.84014E-06,1.41E-05
USA300HOU_2147,SACOL2147,mtlR,mtlF mtlR mtlA mtlD,GraRS,BglG family transcriptional antiterminator,2243.30,11.13,-0.13,0.91,0.24,-0.54,0.585841684,6.30E-01
USA300HOU_2151,SACOL2151,glmM,glmM SACOL2152 cdaA,-,phosphoglucosamine mutase,4789.98,12.23,-0.32,0.80,0.13,-2.46,0.013701426,1.91E-02
USA300HOU_2155,SACOL2155,tnp4,tnp4,-,"putative transposase, pseudogene",134.72,7.07,-0.22,0.86,0.26,-0.84,0.400566185,4.49E-01
USA300HOU_2156,-,USA300HOU_2156,-,-,hypothetical protein,5.09,2.35,1.06,2.08,1.07,0.98,0.325340276,3.73E-01
USA300HOU_2159,SACOL2158,sepA,sepA sdrM,-,hypothetical protein,1585.91,10.63,0.45,1.37,0.16,2.83,0.004620634,6.75E-03
USA300HOU_2164,SACOL2163,USA300HOU_2164,SACOL2163,-,hypothetical protein,1724.27,10.75,-0.43,0.74,0.53,-0.82,0.411118791,4.60E-01
USA300HOU_2184,SACOL2182,lacF,lacGEFDCBA SACOL2187,MgrA,"PTS lactose-N,N-diacetylchitobiose-beta-glucoside (lac) porter component IIA",8.69,3.12,1.00,2.01,0.79,1.27,0.203998257,2.43E-01
USA300HOU_2189,SACOL2188,lacR,lacR,-,lactose phosphotransferase system repressor LacR,448.18,8.81,-0.23,0.85,0.16,-1.42,0.155894711,1.89E-01
USA300HOU_2196,-,USA300HOU_2196,-,-,hypothetical protein,8.23,3.04,-1.72,0.30,0.89,-1.93,0.053467262,6.88E-02
USA300HOU_2197,SACOL2194,hysA,hysA,TraP,hyaluronate lyase,162.70,7.35,-0.50,0.71,0.23,-2.13,0.03313064,4.40E-02
USA300HOU_2204,SACOL2202,USA300HOU_2204,SACOL2202,-,hypothetical protein,1566.76,10.61,0.56,1.48,0.16,3.59,0.000334189,5.33E-04
USA300HOU_2205,SACOL2203,clpA,clpA SACOL2204,-,AAA domain protein,1264.26,10.30,0.43,1.35,0.14,3.17,0.001524896,2.32E-03
USA300HOU_2206,SACOL2204,USA300HOU_2206,clpA SACOL2204,-,hypothetical protein,1369.68,10.42,0.20,1.15,0.14,1.43,0.153898915,1.86E-01
USA300HOU_2207,SACOL2205,USA300HOU_2207,SACOL2205,-,pseudogene,236.35,7.88,0.14,1.10,0.23,0.63,0.530720168,5.77E-01
USA300HOU_2210,SACOL2208,truA,truA SACOL2209 SACOL2210 SACOL2211,-,tRNA pseudouridine synthase A,2550.77,11.32,0.18,1.14,0.14,1.27,0.202763898,2.41E-01
USA300HOU_2211,SACOL2209,ecfT,truA SACOL2209 SACOL2210 SACOL2211,-,cobalt transport family protein,2152.88,11.07,0.27,1.20,0.14,1.89,0.058461494,7.48E-02
USA300HOU_2212,SACOL2210,cbiO1,truA SACOL2209 SACOL2210 SACOL2211,-,cobalt transporter ATP-binding subunit,2382.27,11.22,0.30,1.23,0.15,2.03,0.042314489,5.53E-02
USA300HOU_2213,SACOL2211,cbiO,truA SACOL2209 SACOL2210 SACOL2211,-,cobalt transporter ATP-binding subunit,1658.81,10.70,0.30,1.23,0.16,1.89,0.058389042,7.48E-02
USA300HOU_2235,SACOL2243,topB,topB,-,DNA topoisomerase III,4700.94,12.20,-0.15,0.90,0.17,-0.90,0.369863321,4.18E-01
USA300HOU_2236,-,USA300HOU_2236,-,-,hypothetical protein,126.06,6.98,-0.31,0.81,0.28,-1.12,0.262415098,3.05E-01
USA300HOU_2238,SACOL2246,glcU,glcU,-,sugar transporter,3464.27,11.76,0.25,1.19,0.17,1.47,0.142736335,1.74E-01
USA300HOU_2239,SACOL2247,USA300HOU_2239,SACOL2247,-,hypothetical protein,4.31,2.11,-0.51,0.70,1.02,-0.50,0.61832154,6.60E-01
USA300HOU_2240,SACOL2248,USA300HOU_2240,SACOL2248,-,hypothetical protein,618.61,9.27,0.19,1.14,0.15,1.28,0.202030161,2.41E-01
USA300HOU_2243,SACOL2252,USA300HOU_2243,SACOL2252 femX,GraRS,RND resistance-nodulation-cell division acriflavin:proton (H+) antiporter,4917.23,12.26,0.26,1.20,0.14,1.85,0.06410567,8.18E-02
USA300HOU_2244,SACOL2253,femX,SACOL2252 femX,GraRS,peptidoglycan pentaglycine interpeptide biosynthesis protein FmhB,2875.08,11.49,-0.13,0.91,0.15,-0.87,0.384772764,4.33E-01
USA300HOU_2245,SACOL2255,USA300HOU_2245,SACOL2255,-,hypothetical protein,340.29,8.41,0.05,1.04,0.18,0.29,0.774409722,8.03E-01
USA300HOU_2248,SACOL2258,sarV,sarV,Rot,hypothetical protein,1179.27,10.20,-0.12,0.92,0.18,-0.68,0.495487958,5.43E-01
USA300HOU_2249,SACOL2259,USA300HOU_2249,SACOL2259,-,hypothetical protein,2.25,1.17,0.70,1.62,1.34,0.52,0.601195885,6.43E-01
USA300HOU_2259,SACOL2270,modC,moaB moeB modC modB modA,MgrA,"molybdenum (Mo2+) ABC transporter,  ATP-binding protein",923.29,9.85,0.05,1.03,0.16,0.30,0.765154395,7.96E-01
USA300HOU_2260,SACOL2271,modB,moaB moeB modC modB modA,MgrA,"molybdenum (Mo2+) ABC transporter, membrane protein",1088.41,10.09,0.04,1.03,0.15,0.29,0.769043925,7.99E-01
USA300HOU_2261,SACOL2272,modA,moaB moeB modC modB modA,MgrA,"molybdenum (Mo2+) ABC transporter, binding protein",1527.43,10.58,-0.02,0.99,0.15,-0.12,0.906570037,9.17E-01
USA300HOU_2265,SACOL2276,USA300HOU_2265,SACOL2276,-,inosine-uridine preferring nucleoside hydrolase,283.77,8.15,-0.25,0.84,0.20,-1.26,0.207954541,2.47E-01
USA300HOU_2266,SACOL2277,fhuD2,fhuD2,Fur,"iron (Fe+3) ABC transporter, iron-binding protein",4050.85,11.98,0.39,1.31,0.18,2.23,0.025839401,3.49E-02
USA300HOU_2276,SACOL2287,sarR,sarR,-,accessory regulator R,4172.01,12.03,-0.44,0.74,0.16,-2.72,0.006470941,9.30E-03
USA300HOU_2277,SACOL2288,USA300HOU_2277,SACOL2288 sarY SACOL2290,MgrA,hypothetical protein,1627.02,10.67,0.03,1.02,0.20,0.16,0.873524525,8.89E-01
USA300HOU_2278,SACOL2289,sarY,SACOL2288 sarY SACOL2290,MgrA,staphylococcal accessory regulator Y,654.62,9.35,-0.33,0.80,0.19,-1.69,0.09012317,1.13E-01
USA300HOU_2284,SACOL2294,USA300HOU_2284,SACOL2294,-,hypothetical protein,300.93,8.23,0.12,1.09,0.18,0.65,0.515144789,5.62E-01
USA300HOU_2290,SACOL2300,yrhD,yrhD fdhA,SigB,hypothetical protein,3074.44,11.59,0.52,1.43,0.17,2.99,0.002763332,4.13E-03
USA300HOU_2291,SACOL2301,fdhA,yrhD fdhA,SigB,formate dehydrogenase alpha subunit,13471.64,13.72,-0.16,0.89,0.15,-1.04,0.296155354,3.42E-01
USA300HOU_2292,SACOL2302,lytR2,lytR2,-,cell envelope transcriptional attenuator,2037.02,10.99,0.18,1.13,0.19,0.93,0.349796277,3.97E-01
USA300HOU_2293,SACOL2303,suhB,suhB,SigB,inositol monophosphatase family protein,1384.95,10.44,-0.01,0.99,0.21,-0.04,0.97007102,9.74E-01
USA300HOU_2297,SACOL2307,USA300HOU_2297,SACOL2307,-,hypothetical protein,4.77,2.25,-0.77,0.59,1.19,-0.64,0.519997535,5.67E-01
USA300HOU_2298,SACOL2308,USA300HOU_2298,SACOL2308,-,RpiR family phosphosugar-binding transcriptional regulator,3229.56,11.66,-0.01,0.99,0.13,-0.06,0.952830473,9.59E-01
USA300HOU_2300,SACOL2310,USA300HOU_2300,SACOL2310 SACOL2311,MgrA,hypothetical membrane protein,1069.48,10.06,-0.19,0.87,0.17,-1.16,0.244061719,2.86E-01
USA300HOU_2313,SACOL2326,fosB,fosB,-,fosfomycin resistance protein FosB,34.73,5.12,-0.54,0.69,0.43,-1.24,0.215706369,2.55E-01
USA300HOU_2331,SACOL2345,USA300HOU_2331,SACOL2345,-,esterase,1054.25,10.04,-0.16,0.89,0.16,-1.00,0.318810193,3.66E-01
USA300HOU_2335,-,USA300HOU_2335,-,-,hypothetical protein,71.58,6.16,-0.31,0.81,0.32,-0.95,0.340424074,3.88E-01
USA300HOU_2339,SACOL2353,tcaR,tcaR,MgrA,transcriptional regulator TcaR,1892.69,10.89,-0.27,0.83,0.15,-1.78,0.074534809,9.44E-02
USA300HOU_2344,SACOL2358,hssR,hssRS lytT SACOL2361,GraRS,hemin DNA-binding response regulator,178.04,7.48,0.03,1.02,0.23,0.15,0.883649586,8.97E-01
USA300HOU_2345,SACOL2359,hssS,hssRS lytT SACOL2361,GraRS,hemin sensor histidine kinase,698.77,9.45,0.15,1.11,0.16,0.99,0.32092693,3.68E-01
USA300HOU_2350,SACOL2364,USA300HOU_2350,SACOL2364,Rex,hypothetical protein,2066.68,11.01,-0.37,0.78,0.14,-2.57,0.010267835,1.45E-02
USA300HOU_2358,SACOL2372,USA300HOU_2358,SACOL2372,-,hypothetical protein,1.22,0.29,-0.74,0.60,1.48,-0.50,0.617747556,6.59E-01
USA300HOU_2368,SACOL2384,sarZ,sarZ,GraRS,MarR/SarA family transcriptional regulator,3413.03,11.74,-0.33,0.79,0.18,-1.86,0.063136306,8.06E-02
USA300HOU_2370,-,USA300HOU_2370,-,-,hypothetical protein,2.26,1.17,-0.33,0.80,1.31,-0.25,0.802943222,8.29E-01
USA300HOU_2372,SACOL2388,USA300HOU_2372,SACOL2387 SACOL2388,-,MerR family transcriptional regulator,101.40,6.66,-0.43,0.74,0.27,-1.59,0.111568317,1.38E-01
USA300HOU_2380,SACOL2396,nasF,nasD nasE nasF,-,uroporphyrinogen III methylase,256.18,8.00,-0.12,0.92,0.24,-0.48,0.62810516,6.69E-01
USA300HOU_2381,SACOL2397,nasE,nasD nasE nasF,-,"nitrite reductase [NAD(P)H], small subunit",85.74,6.42,-0.58,0.67,0.36,-1.64,0.101735846,1.26E-01
USA300HOU_2384,SACOL2400,USA300HOU_2384,SACOL2400,-,acetyltransferase,297.78,8.22,0.11,1.08,0.19,0.56,0.575427291,6.20E-01
USA300HOU_2387,SACOL2404,USA300HOU_2387,SACOL2404 yefM,-,addiction module antitoxin,1093.60,10.09,-0.57,0.67,0.18,-3.25,0.001151965,1.77E-03
USA300HOU_2399,SACOL2416,USA300HOU_2399,SACOL2416,-,cation efflux family protein,527.26,9.04,0.38,1.30,0.16,2.37,0.017802115,2.45E-02
USA300HOU_2400,-,USA300HOU_2400,-,-,hypothetical protein,22.71,4.50,-0.43,0.74,0.50,-0.86,0.390179872,4.38E-01
USA300HOU_2403,SACOL2420,USA300HOU_2403,SACOL2420,-,hypothetical protein,9.06,3.18,1.38,2.61,0.84,1.65,0.099525314,1.24E-01
USA300HOU_2406,SACOL2423,bioX,bioX,MgrA,hypothetical protein,46.95,5.55,0.00,1.00,0.38,-0.01,0.99208773,9.93E-01
USA300HOU_2407,SACOL2424,bioW,bioWFBAD,SigB,6-carboxyhexanoate--CoA ligase,105.89,6.73,-0.25,0.84,0.28,-0.89,0.376023907,4.24E-01
USA300HOU_2408,SACOL2425,bioF,bioWFBAD,SigB,8-amino-7-oxononanoate synthase,110.68,6.79,-0.09,0.94,0.31,-0.30,0.762368994,7.93E-01
USA300HOU_2409,SACOL2426,bioB,bioWFBAD,SigB,biotin synthase,77.72,6.28,-0.26,0.83,0.33,-0.80,0.424163788,4.73E-01
USA300HOU_2410,SACOL2427,bioA,bioWFBAD,SigB,adenosylmethionine--8-amino-7-oxononanoate transaminase,45.87,5.52,-0.36,0.78,0.55,-0.66,0.511836406,5.59E-01
USA300HOU_2411,SACOL2428,bioD,bioWFBAD,SigB,dethiobiotin synthase,23.31,4.54,0.11,1.08,0.50,0.21,0.830294018,8.53E-01
USA300HOU_2412,SACOL2430,USA300HOU_2412,SACOL2430 msbA3,GraRS,"ABC transporter,  ATP-binding protein",108.13,6.76,0.26,1.20,0.29,0.90,0.370199858,4.18E-01
USA300HOU_2413,SACOL2431,msbA3,SACOL2430 msbA3,GraRS,"ABC transporter,  ATP-binding protein",49.33,5.62,-0.03,0.98,0.42,-0.07,0.944947367,9.52E-01
USA300HOU_2414,-,USA300HOU_2414,-,-,hypothetical protein,20.62,4.37,1.16,2.24,0.59,1.98,0.047790214,6.19E-02
USA300HOU_2416,SACOL2434,gtrA,gtrA,SigB,GtrA-like integral membrane protein,140.21,7.13,-0.05,0.97,0.26,-0.19,0.847312569,8.66E-01
USA300HOU_2419,SACOL2436,USA300HOU_2419,glxK SACOL2436,VraSR,hypothetical protein,1569.76,10.62,-0.41,0.75,0.15,-2.67,0.007610142,1.09E-02
USA300HOU_2423,SACOL2440,USA300HOU_2423,SACOL2440,-,hypothetical protein,144.42,7.17,0.19,1.14,0.30,0.65,0.51831192,5.65E-01
USA300HOU_2426,-,USA300HOU_2426,-,-,hypothetical protein,13.78,3.78,-0.84,0.56,0.68,-1.24,0.213617849,2.53E-01
USA300HOU_2428,-,USA300HOU_2428,-,-,hypothetical protein,6.46,2.69,-1.61,0.33,0.96,-1.69,0.091357131,1.14E-01
USA300HOU_2429,SACOL2445,flp,flp,-,fmtA-like protein,925.78,9.85,0.57,1.49,0.16,3.58,0.000349672,5.56E-04
USA300HOU_2431,-,USA300HOU_2431,-,-,hypothetical protein,0.74,-0.43,-0.83,0.56,1.55,-0.54,0.590982461,6.35E-01
USA300HOU_2437,SACOL2453,opuCA,opuCD opuCC opuCB opuCA,GraRS,"glycine betaine/choline ABC transporter,  ATP-binding protein",184.74,7.53,0.50,1.42,0.24,2.08,0.037485406,4.94E-02
USA300HOU_2438,SACOL2454,USA300HOU_2438,SACOL2454,-,hypothetical protein,8.05,3.01,1.55,2.92,0.99,1.56,0.11877899,1.46E-01
USA300HOU_2439,SACOL2456,USA300HOU_2439,SACOL2456 SACOL2457,-,hypothetical protein,628.17,9.30,-0.52,0.70,0.20,-2.62,0.008761993,1.24E-02
USA300HOU_2444,SACOL2462,USA300HOU_2444,ybbM SACOL2462,SigB,"ABC transporter, ATP-binding protein",326.57,8.35,-0.06,0.96,0.19,-0.30,0.762159001,7.93E-01
USA300HOU_2446,SACOL2464,USA300HOU_2446,SACOL2464 stbD,-,addiction module antitoxin,634.72,9.31,-0.18,0.88,0.16,-1.12,0.263777178,3.07E-01
USA300HOU_2447,SACOL2465,stbD,SACOL2464 stbD,-,"addiction module antitoxin, Axe family",735.72,9.52,-0.19,0.88,0.16,-1.19,0.234496356,2.75E-01
USA300HOU_2448,SACOL2466,USA300HOU_2448,SACOL2466,-,hypothetical protein,8.12,3.02,0.23,1.17,0.78,0.30,0.766301777,7.96E-01
USA300HOU_2450,SACOL2469,gltB2,gltB2,-,glutamate synthase-ferredoxin large subunit,1025.59,10.00,0.45,1.37,0.15,3.00,0.002695841,4.03E-03
USA300HOU_2451,-,USA300HOU_2451,-,-,hypothetical protein,0.28,-1.85,0.27,1.21,1.47,0.19,0.852872243,8.71E-01
USA300HOU_2464,SACOL2483,USA300HOU_2464,SACOL2483,-,transporter,1362.03,10.41,0.10,1.07,0.16,0.63,0.52687867,5.74E-01
USA300HOU_2467,SACOL2486,USA300HOU_2467,SACOL2485 SACOL2486,-,hypothetical protein,204.12,7.67,-0.49,0.71,0.22,-2.21,0.02744642,3.69E-02
USA300HOU_2468,-,USA300HOU_2468,-,-,hypothetical protein,24.74,4.63,-0.27,0.83,0.48,-0.55,0.580569035,6.25E-01
USA300HOU_2474,SACOL2494,USA300HOU_2474,SACOL2494 SACOL2495,-,hypothetical protein,180.98,7.50,-0.25,0.84,0.28,-0.88,0.377912483,4.26E-01
USA300HOU_2475,SACOL2495,USA300HOU_2475,SACOL2494 SACOL2495,-,hypothetical protein,215.98,7.75,-0.44,0.74,0.25,-1.79,0.073943819,9.37E-02
USA300HOU_2478,SACOL2498,USA300HOU_2478,SACOL2498,-,hypothetical protein,348.83,8.45,-0.05,0.97,0.22,-0.21,0.835959686,8.57E-01
USA300HOU_2479,-,USA300HOU_2479,-,-,hypothetical protein,0.28,-1.85,0.27,1.21,1.47,0.19,0.852872243,8.71E-01
USA300HOU_2480,SACOL2499,USA300HOU_2480,SACOL2499 mutT,-,helicase,1506.63,10.56,-0.56,0.68,0.16,-3.47,0.000518292,8.17E-04
USA300HOU_2482,SACOL2501,pgcA,pgcA,-,phosphoglucomutase/phosphomannomutase,1038.78,10.02,0.39,1.31,0.16,2.51,0.012234926,1.72E-02
USA300HOU_2484,SACOL2503,USA300HOU_2484,SACOL2503,-,hypothetical protein,75.51,6.24,-0.02,0.99,0.34,-0.05,0.959453239,9.65E-01
USA300HOU_2488,SACOL2507,sarU,sarU,-,accessory regulator U,3.63,1.86,-0.20,0.87,1.22,-0.17,0.867656444,8.84E-01
USA300HOU_2490,SACOL2509,fnbB,fnbB,-,fibronectin binding protein B,2160.56,11.08,-0.42,0.75,0.17,-2.39,0.016780666,2.32E-02
USA300HOU_2491,SACOL2511,fnbA,fnbA,CodY,fibronectin-binding protein A,1387.40,10.44,0.44,1.36,0.16,2.74,0.006102222,8.80E-03
USA300HOU_2493,SACOL2515,gntK,gntPKR SACOL2517,GraRS,gluconokinase,1606.61,10.65,-0.49,0.71,0.23,-2.10,0.035808675,4.73E-02
USA300HOU_2496,SACOL2518,relP,relP,GraRS,hypothetical protein,510.24,9.00,0.37,1.29,0.17,2.21,0.026942764,3.63E-02
USA300HOU_2503,SACOL2525,USA300HOU_2503,SACOL2525 SACOL2526,MgrA,"ABC transporter,  ATP-binding protein",4723.95,12.21,-0.33,0.80,0.15,-2.18,0.029422685,3.94E-02
USA300HOU_2504,SACOL2526,USA300HOU_2504,SACOL2525 SACOL2526,MgrA,"ABC transporter, membrane protein",5853.87,12.52,-0.41,0.75,0.15,-2.77,0.005546925,8.04E-03
USA300HOU_2514,SACOL2536,supH,supH,-,haloacid dehalogenase-like hydrolase,240.22,7.91,-0.45,0.73,0.21,-2.17,0.030285516,4.04E-02
USA300HOU_2515,SACOL2537,USA300HOU_2515,SACOL2537 SACOL2538,-,ABC transporter ATP-binding protein,74.29,6.22,0.28,1.21,0.33,0.85,0.396995355,4.45E-01
USA300HOU_2516,SACOL2538,USA300HOU_2516,SACOL2537 SACOL2538,-,hypothetical protein,82.73,6.37,0.58,1.49,0.29,1.98,0.047602261,6.16E-02
